,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
1290,FCEQN,FCEQN-6407,,S,0.0,A,02/16/2015,2004.0
1291,FCEQN,FCEQN-6410,SAC,N,1.0,A,11/28/2011,2000.0
1292,FCEQN,FCEQN-6411,106,S,1.0,A,03/29/2011,2011.0
1293,FCEQN,FCEQN-6412,114,N,2.0,A,02/12/2013,2008.0
1294,FCEQN,FCEQN-6413,103,S,2.0,A,12/17/2012,
1295,FCEQN,FCEQN-6414,101,S,1.0,P,04/28/2014,2009.0
1296,FCEQN,FCEQN-6415,102,S,1.0,A,02/05/2011,2006.0
1297,FCEQN,FCEQN-6416,104,S,1,P,03/06/2011,2009.0
1298,FCEQN,FCEQN-6295,143,N,1.0,A,02/08/1995,2008.0
1299,FCEQN,FCEQN-2623,105,N,2.0,A,03/09/2014,2010.0
1300,FCEQN,FCEQN-6417,172,S,1.0,A,12/18/2006,2006.0
1301,FCEQN,FCEQN-6418,143,N,1.0,A,05/07/2012,2007.0
1302,FCEQN,FCEQN-6419,600,S,2,P,02/05/2007,2005.0
1303,FCEQN,FCEQN-6421,600,N,2,P,02/12/2013,2008.0
1304,FCEQN,FCEQN-6422,172,S,1.0,A,05/11/2011,2006.0
1305,FCEQN,FCEQN-6423,102,S,1.0,A,06/06/2015,2004.0
1306,FCEQN,FCEQN-6424,101,S,1.0,A,09/03/2013,2011.0
1307,FCEQN,FCEQN-6425,147,S,1.0,A,11/29/2011,2011.0
1308,FCEQN,FCEQN-6427,600,N,1.0,P,02/05/2007,2005.0
1309,FCEQN,FCEQN-6428,170,N,0.0,P,02/08/2006,2012.0
1310,FCEQN,FCEQN-6034,172,N,2,P,12/10/2006,2008.0
1311,FCEQN,FCEQN-6429,103,S,2,P,01/30/2011,2006.0
1312,FCEQN,FCEQN-6430,108,S,0.0,P,12/19/2007,2010.0
1313,FCEQN,FCEQN-6431,103,S,1.0,P,04/18/2012,2004.0
1314,FCEQN,FCEQN-6432,101,S,2.0,A,02/29/2012,2005.0
1315,FCEQN,FCEQN-6029,314,N,0.0,P,11/30/2010,2010.0
1316,FCEQN,FCEQN-6444,170,S,2.0,A,04/04/2012,2003.0
1317,FCEQN,FCEQN-6061,102,S,0.0,P,03/10/2012,2014.0
1318,FCEQN,FCEQN-5986,101,N,1,P,02/09/2015,2003.0
1319,FCEQN,FCEQN-5998,,S,1.0,A,03/14/2012,2009.0
1320,FCEQN,FCEQN-6252,172,N,1,P,02/18/2012,2009.0
1321,FCEQN,FCEQN-5993,106,N,0.0,P,11/04/2013,2000.0
1322,FCEQN,FCEQN-5969,147,S,1.0,A,03/09/2011,2007.0
1323,FCEQN,FCEQN-6072,172,N,0.0,A,03/22/2014,2010.0
1324,FCEQN,FCEQN-6370,114,S,0,A,04/23/2013,2006.0
1325,FCEQN,FCEQN-6224,,S,2.0,A,03/28/2015,2003.0
1326,FCEQN,FCEQN-6090,102,N,0.0,P,04/07/2012,2008.0
1327,FCEQN,FCEQN-6086,147,S,1.0,A,12/19/2011,2006.0
1328,FCEQN,FCEQN-6445,108,N,1,P,03/29/2015,2003.0
1329,FCEQN,FCEQN-6237,104,S,1.0,A,12/18/2005,2003.0
1330,FCEQN,FCEQN-6446,105,S,2.0,A,05/14/2005,2003.0
1331,FCEQN,FCEQN-5843,104,S,2.0,A,05/03/2014,2003.0
1332,FCEQN,FCEQN-6131,600,S,2.0,A,02/09/2015,2010.0
1333,FCEQN,FCEQN-5996,172,N,1,P,12/12/2011,2011.0
1334,FCEQN,FCEQN-5838,143,S,0.0,A,04/26/2014,2007.0
1335,FCEQN,FCEQN-6025,314,S,2.0,A,03/22/2015,2003.0
1336,FCEQN,FCEQN-5930,600,S,2.0,P,03/30/2013,2007.0
1337,FCEQN,FCEQN-6004,114,N,1.0,A,12/16/2013,2008.0
1338,FCEQN,FCEQN-6447,143,S,1.0,A,03/08/2014,
1339,FCEQN,FCEQN-6178,147,N,1.0,P,02/06/2013,2003.0
1340,FCEQN,FCEQN-6179,102,S,2.0,A,12/16/2007,2006.0
1341,FCEQN,FCEQN-6071,106,N,2.0,A,12/18/2005,
1342,FCEQN,FCEQN-6051,111,S,1.0,A,09/08/2009,2010.0
1343,FCEQN,FCEQN-6448,104,N,1.0,A,08/16/2006,2003.0
1344,FCEQN,FCEQN-5956,601,S,2.0,A,03/12/2014,2000.0
1345,FCEQN,FCEQN-5854,314,S,1.0,A,,2007.0
1346,FCEQN,FCEQN-6159,106,N,1,P,12/26/2005,2000.0
1347,FCEQN,FCEQN-6455,600,N,1,P,05/05/2015,2010.0
1348,FCEQN,FCEQN-6366,105,S,2.0,A,05/03/2014,2005.0
1349,FCEQN,FCEQN-6199,108,S,1.0,A,03/10/2014,2000.0
1350,FCEQN,FCEQN-6458,601,S,1.0,A,02/25/2015,2007.0
1351,FCEQN,FCEQN-6097,,S,1.0,A,03/01/2011,2012.0
1352,FCEQN,FCEQN-6227,105,N,1.0,A,12/01/2012,2012.0
1353,FCEQN,FCEQN-6312,314,S,1,P,04/05/2010,2011.0
1354,FCEQN,FCEQN-6250,600,N,1.0,P,12/15/2013,2008.0
1355,FCEQN,FCEQN-6221,172,N,1.0,A,04/01/2015,2007.0
1356,FCEQN,FCEQN-5933,105,S,1.0,A,12/17/2011,2004.0
1357,FCEQN,FCEQN-5855,108,S,1.0,A,12/10/2013,2003.0
1358,FCEQN,FCEQN-6234,114,S,1,P,12/19/2010,2014.0
1359,FCEQN,FCEQN-5973,111,S,1.0,A,12/16/2009,2005.0
1360,FCEQN,FCEQN-6047,172,N,0.0,P,02/19/2003,2003.0
1361,FCEQN,FCEQN-6409,314,N,0.0,P,12/16/2006,
1362,FCEQN,FCEQN-5985,104,S,2,P,02/10/2013,2000.0
1363,FCEQN,FCEQN-6339,600,N,2,P,02/18/2015,
1364,FCEQN,FCEQN-6464,314,N,0.0,A,02/28/2015,2011.0
1365,FCEQN,FCEQN-6465,170,S,1.0,A,03/08/2011,2012.0
1366,FCEQN,FCEQN-6247,103,S,1.0,A,04/04/2015,2010.0
1367,FCEQN,FCEQN-6235,103,S,1.0,A,03/22/2015,2000.0
1368,FCEQN,FCEQN-6461,102,N,1.0,A,02/24/2015,2008.0
1369,FCEQN,FCEQN-6468,170,S,0.0,A,09/08/2014,2011.0
1370,FCEQN,FCEQN-6469,143,S,0,A,02/08/1995,2006.0
1371,FCEQN,FCEQN-6470,104,N,0.0,P,02/07/2011,2010.0
1372,FCEQN,FCEQN-5963,105,S,0.0,A,12/04/2010,2007.0
1373,FCEQN,FCEQN-6230,314,S,2.0,A,01/30/2012,2011.0
1374,FCEQN,FCEQN-5736,104,S,2,P,12/28/2014,2009.0
1375,FCEQN,FCEQN-6225,104,S,2.0,P,12/11/2011,2004.0
1376,FCEQN,FCEQN-5751,111,S,2.0,A,04/04/2012,2011.0
1377,FCEQN,FCEQN-6161,103,N,1,P,12/16/1996,2007.0
1378,FCEQN,FCEQN-6350,108,S,1.0,A,03/04/2014,2005.0
1379,FCEQN,FCEQN-6472,SAC,S,0.0,A,04/17/2013,2007.0
1380,FCEQN,FCEQN-6474,106,S,1.0,A,04/17/2012,2005.0
1381,FCEQN,FCEQN-6475,102,S,2.0,A,03/29/2011,2010.0
1382,FCEQN,FCEQN-5435,102,S,1.0,A,12/07/2010,2009.0
1383,FCEQN,FCEQN-6476,101,N,2,P,12/03/2011,2004.0
1384,FCEQN,FCEQN-6182,102,S,1,P,12/18/2012,2010.0
1385,FCEQN,FCEQN-5848,108,S,2.0,A,12/16/2007,2009.0
1386,FCEQN,FCEQN-6477,104,S,2.0,A,12/18/2012,
1387,FCEQN,FCEQN-6479,147,S,1,P,11/24/2013,2010.0
1388,FCEQN,FCEQN-6155,106,S,1,P,12/16/2007,2000.0
1389,FCEQN,FCEQN-6043,105,N,0.0,A,12/13/2010,2011.0
1390,FCEQN,FCEQN-6473,101,N,2.0,A,02/11/2014,2005.0
1391,FCEQN,FCEQN-6376,114,N,0,A,12/18/2007,2010.0
1392,FCEQN,FCEQN-6023,105,S,1.0,A,05/16/2011,2014.0
1393,FCEQN,FCEQN-6480,147,S,1.0,A,03/26/2012,2008.0
1394,FCEQN,FCEQN-6176,601,S,0.0,A,12/16/1996,2006.0
1395,FCEQN,FCEQN-6482,147,N,1,P,04/21/2012,2007.0
1396,FCEQN,FCEQN-6484,314,S,2.0,A,12/09/2012,2007.0
1397,FCEQN,FCEQN-6485,SAC,S,0.0,A,03/01/2000,2000.0
1398,FCEQN,FCEQN-6340,114,S,1.0,A,12/15/2010,2011.0
1399,FCEQN,FCEQN-6486,102,N,2,P,02/10/2014,2007.0
1400,FCEQN,FCEQN-6487,114,N,1.0,P,04/04/2009,2010.0
1401,FCEQN,FCEQN-6222,108,S,0.0,A,03/05/2012,2008.0
1402,FCEQN,FCEQN-6488,108,S,1.0,A,02/18/2014,2003.0
1403,FCEQN,FCEQN-6124,172,N,1,P,11/30/2010,2008.0
1404,FCEQN,FCEQN-6021,,S,1,P,12/15/2013,2000.0
1405,FCEQN,FCEQN-5999,103,N,1,P,12/16/2009,2008.0
1406,FCEQN,FCEQN-1758,101,S,1.0,A,05/12/2012,2010.0
1407,FCEQN,FCEQN-6426,147,S,2.0,A,04/10/2012,2011.0
1408,FCEQN,FCEQN-6248,147,N,1.0,A,12/15/2014,2011.0
1409,FCEQN,FCEQN-6054,172,N,1.0,A,04/08/2014,2009.0
1410,FCEQN,FCEQN-6326,101,N,1.0,A,02/08/2015,2010.0
1411,FCEQN,FCEQN-6327,111,N,2.0,A,08/23/2011,2000.0
1412,FCEQN,FCEQN-4595,111,S,2.0,A,05/14/2005,2006.0
1413,FCEQN,FCEQN-4916,101,N,1.0,A,01/29/2012,2010.0
1414,FCEQN,FCEQN-6471,172,S,2.0,A,12/21/2013,2004.0
1415,FCEQN,FCEQN-6356,143,S,0.0,A,04/20/2014,2014.0
1416,FCEQN,FCEQN-5821,147,S,1.0,A,12/04/2007,2003.0
1417,FCEQN,FCEQN-3585,314,S,1.0,A,02/02/2013,2014.0
1418,FCEQN,FCEQN-5847,143,S,1.0,A,02/05/2011,2004.0
1419,FCEQN,FCEQN-1524,SAC,S,2.0,A,12/04/2010,2004.0
1420,FCEQN,FCEQN-4802,101,N,0.0,A,12/16/2009,2003.0
1421,FCEQN,FCEQN-5871,170,S,0.0,A,04/24/2010,2005.0
1422,FCEQN,FCEQN-6074,105,N,2,P,03/15/2011,2005.0
1423,FCEQN,FCEQN-5646,SAC,N,1.0,P,12/04/2006,2008.0
1424,FCEQN,FCEQN-4512,600,S,1.0,A,01/29/2012,2008.0
1425,FCEQN,FCEQN-5213,103,S,1.0,A,04/28/2012,2004.0
1426,FCEQN,FCEQN-5223,170,S,2.0,A,05/14/2011,2008.0
1427,FCEQN,FCEQN-4628,600,N,2.0,P,04/08/2014,2010.0
1428,FCEQN,FCEQN-4851,170,N,1.0,P,03/09/2015,2007.0
1429,FCEQN,FCEQN-3460,SAC,N,1,P,04/01/2012,2012.0
1430,FCEQN,FCEQN-4506,106,S,2.0,A,03/12/2013,2012.0
1431,FCEQN,FCEQN-5136,111,S,0,A,04/17/2011,2007.0
1432,FCEQN,FCEQN-5548,314,N,0,A,02/09/2013,2008.0
1433,FCEQN,FCEQN-5826,172,S,2.0,A,03/05/2013,2004.0
1434,FCEQN,FCEQN-6164,601,N,1.0,A,03/27/2012,2008.0
1435,FCEQN,FCEQN-6394,600,N,2.0,P,11/27/2012,2004.0
1436,FCEQN,FCEQN-6403,314,S,1.0,A,03/28/2015,2005.0
1437,FCEQN,FCEQN-6481,,S,1,P,02/02/2014,2009.0
1438,FCEQN,FCEQN-3469,102,N,2,P,03/29/2009,2009.0
1439,FCEQN,FCEQN-3503,SAC,S,1.0,A,02/08/2012,2010.0
1440,FCEQN,FCEQN-6196,SAC,S,2.0,A,05/02/2004,2004.0
1441,FCEQN,FCEQN-5216,114,N,1.0,P,03/09/2013,2000.0
1442,FCEQN,FCEQN-5547,SAC,S,1.0,A,08/23/2011,
1443,FCEQN,FCEQN-5677,105,S,0.0,A,01/31/2012,2004.0
1444,FCEQN,FCEQN-5898,143,S,1.0,A,12/12/2007,2004.0
1445,FCEQN,FCEQN-4195,108,N,1.0,A,04/10/2011,2005.0
1446,FCEQN,FCEQN-5464,143,S,0.0,P,03/23/2011,2010.0
1447,FCEQN,FCEQN-5658,106,S,0.0,A,12/15/2010,2007.0
1448,FCEQN,FCEQN-1939,601,S,0.0,P,11/30/2013,
1449,FCEQN,FCEQN-5819,600,S,0.0,A,03/28/2012,2008.0
1450,FCEQN,FCEQN-6207,101,N,0.0,A,04/13/2015,2000.0
1451,FCEQN,FCEQN-5457,314,S,1.0,A,04/03/2012,2011.0
1452,FCEQN,FCEQN-5119,143,S,1.0,A,12/17/2011,2012.0
1453,FCEQN,FCEQN-5200,106,N,1,P,02/28/2012,2007.0
1454,FCEQN,FCEQN-5264,170,S,0,A,12/09/2013,2004.0
1455,FCEQN,FCEQN-5322,111,N,0.0,P,04/21/2012,2006.0
1456,FCEQN,FCEQN-5399,143,N,1.0,A,05/18/2009,2010.0
1457,FCEQN,FCEQN-5414,SAC,N,0.0,A,12/26/2005,2003.0
1458,FCEQN,FCEQN-5470,105,N,1.0,A,09/03/2013,2000.0
1459,FCEQN,FCEQN-5471,600,N,0.0,P,02/18/2012,
1460,FCEQN,FCEQN-4521,104,S,1,P,02/08/2011,2008.0
1461,FCEQN,FCEQN-4710,114,S,1.0,A,11/28/2011,2003.0
1462,FCEQN,FCEQN-5598,103,S,1.0,A,04/24/2010,2007.0
1463,FCEQN,FCEQN-5911,147,S,2.0,A,11/27/2012,2010.0
1464,FCEQN,FCEQN-5967,104,N,2.0,P,02/22/2014,2011.0
1465,FCEQN,FCEQN-6060,102,S,1.0,A,12/12/2007,2006.0
1466,FCEQN,FCEQN-6107,172,N,1.0,A,04/27/2010,
1467,FCEQN,FCEQN-6313,103,N,1.0,A,12/15/2014,2012.0
1468,FCEQN,FCEQN-3438,114,N,0.0,P,04/25/2015,2008.0
1469,FCEQN,FCEQN-6066,104,N,1.0,A,12/02/2014,
1470,FCEQN,FCEQN-4402,105,N,1.0,P,11/29/2011,2009.0
1471,FCEQN,FCEQN-5908,170,S,1.0,A,12/14/2014,2012.0
1472,FCEQN,FCEQN-5835,314,S,0.0,P,03/09/2013,2003.0
1473,FCEQN,FCEQN-6377,SAC,N,1.0,A,04/20/2014,2000.0
1474,FCEQN,FCEQN-5447,114,S,1.0,P,12/15/2014,2004.0
1475,FCEQN,FCEQN-2653,170,N,0.0,A,02/04/2006,2014.0
1476,FCEQN,FCEQN-4305,105,N,1.0,A,02/02/2013,2011.0
1477,FCEQN,FCEQN-4656,111,N,0.0,P,02/08/1995,2009.0
1478,FCEQN,FCEQN-5657,111,N,1.0,A,04/15/2013,2011.0
1479,FCEQN,FCEQN-5660,147,S,1.0,A,12/16/2006,2008.0
1480,FCEQN,FCEQN-6322,170,S,0.0,A,03/23/2014,2003.0
1481,FCEQN,FCEQN-6456,106,N,1.0,A,10/08/2008,2005.0
1482,FCEQN,FCEQN-3969,143,S,1,P,12/10/2014,2012.0
1483,FCEQN,FCEQN-4980,600,N,2.0,A,02/10/2015,2004.0
1484,FCEQN,FCEQN-5179,108,S,1.0,A,02/19/2012,
1485,FCEQN,FCEQN-5315,170,N,1,P,05/02/2005,2011.0
1486,FCEQN,FCEQN-5764,,N,1.0,A,12/04/2006,2007.0
1487,FCEQN,FCEQN-5944,105,N,2.0,A,12/27/2014,2007.0
1488,FCEQN,FCEQN-5994,,S,2.0,A,02/27/2013,
1489,FCEQN,FCEQN-6220,101,S,1.0,P,03/17/2015,2012.0
1490,FCEQN,FCEQN-6320,103,N,1.0,A,12/04/2006,2012.0
1491,FCEQN,FCEQN-4275,SAC,S,1.0,P,02/28/2015,2009.0
1492,FCEQN,FCEQN-5590,111,N,2.0,A,02/03/2015,
1493,FCEQN,FCEQN-5893,104,N,2.0,A,03/22/2015,2006.0
1494,FCEQN,FCEQN-6372,105,S,1.0,P,03/09/2013,2008.0
1495,FCEQN,FCEQN-6373,111,N,2,P,04/13/2011,2011.0
1496,FCEQN,FCEQN-5107,170,N,0.0,A,02/06/2011,2007.0
1497,FCEQN,FCEQN-5569,105,N,1.0,A,12/01/2014,2009.0
1498,FCEQN,FCEQN-5824,108,N,2.0,A,06/07/2011,2008.0
1499,FCEQN,FCEQN-5859,111,S,1.0,A,12/18/2007,
1500,FCEQN,FCEQN-5693,108,S,2.0,A,05/02/2012,2004.0
1501,FCEQN,FCEQN-6333,143,N,1.0,P,03/15/2009,2011.0
1502,FCEQN,FCEQN-6466,114,N,1,P,02/20/2007,2000.0
1503,FCEQN,FCEQN-5270,102,S,0,A,03/17/2013,2004.0
1504,FCEQN,FCEQN-5991,,N,2.0,P,03/22/2014,2000.0
1505,FCEQN,FCEQN-5185,,N,2,P,12/11/2013,2009.0
1506,FCEQN,FCEQN-5837,102,S,0,A,04/07/2013,2007.0
1507,FCEQN,FCEQN-6092,114,S,0.0,A,03/24/2007,2005.0
1508,FCEQN,FCEQN-5042,108,N,1.0,A,04/30/2012,2010.0
1509,FCEQN,FCEQN-6213,101,S,0.0,A,03/10/2015,2010.0
1510,FCEQN,FCEQN-5230,600,S,0,A,04/05/2015,2012.0
1511,FCEQN,FCEQN-5133,SAC,N,1.0,A,02/08/1995,2011.0
1512,FCEQN,FCEQN-5452,102,S,1.0,A,04/15/2015,2007.0
1513,FCEQN,FCEQN-5664,108,S,2,P,12/09/2014,2003.0
1514,FCEQN,FCEQN-5921,,S,2.0,A,03/30/2014,2000.0
1515,FCEQN,FCEQN-6420,,S,2.0,P,05/03/2004,2003.0
1516,FCEQN,FCEQN-5936,314,S,0,A,02/14/2015,2007.0
1517,FCEQN,FCEQN-5818,103,N,1,P,12/18/2010,2000.0
1518,FCEQN,FCEQN-5987,105,S,0.0,A,12/15/2012,2007.0
1519,FCEQN,FCEQN-6460,106,N,1,P,03/27/2011,2007.0
1520,FCEQN,FCEQN-5199,101,N,0.0,A,12/16/2014,
1521,FCEQN,FCEQN-5130,172,S,2.0,A,12/12/2007,
1522,FCEQN,FCEQN-5995,,N,0.0,P,12/16/2014,2008.0
1523,FCEQN,FCEQN-6005,SAC,N,2.0,P,09/08/2009,2010.0
1524,FCEQN,FCEQN-5787,104,S,1.0,A,02/23/2014,2003.0
1525,FCEQN,FCEQN-5296,114,S,1.0,A,12/03/2012,2004.0
1526,FCEQN,FCEQN-5884,,S,1,P,03/09/2015,2008.0
1527,FCEQN,FCEQN-5941,170,S,0.0,A,02/28/2012,2003.0
1528,FCEQN,FCEQN-6175,SAC,N,2.0,P,04/01/2013,2012.0
1529,FCEQN,FCEQN-5138,SAC,N,1,P,05/14/2005,2010.0
1530,FCEQN,FCEQN-5829,170,S,2.0,A,12/15/2014,2003.0
1531,FCEQN,FCEQN-6022,105,S,1.0,A,12/20/2010,2011.0
1532,FCEQN,FCEQN-5832,102,N,1,P,03/09/2011,2012.0
1533,FCEQN,FCEQN-6156,114,S,0.0,P,05/14/2005,2007.0
1534,FCEQN,FCEQN-4707,600,S,0.0,A,04/03/2012,2011.0
1535,FCEQN,FCEQN-5284,601,N,2.0,P,12/12/2012,2000.0
1536,FCEQN,FCEQN-5449,114,S,1.0,P,12/17/2011,
1537,FCEQN,FCEQN-5591,314,N,0.0,P,05/17/2010,2010.0
1538,FCEQN,FCEQN-5984,143,N,2.0,A,12/27/2010,2005.0
1539,FCEQN,5130,106,S,0.0,A,04/26/2011,2010.0
1540,FCEQN,FCEQN-4497,102,N,0.0,P,12/15/2014,2012.0
1541,FCEQN,FCEQN-5288,172,S,1.0,A,12/16/2006,2005.0
1542,FCEQN,FCEQN-5468,101,N,1.0,A,04/14/2009,2000.0
1543,FCEQN,FCEQN-5958,105,N,2.0,P,04/22/2012,2012.0
1544,FCEQN,FCEQN-4871,172,S,1.0,A,12/16/2006,2012.0
1545,FCEQN,FCEQN-5266,,S,2.0,A,02/09/2015,2000.0
1546,FCEQN,FCEQN-6204,600,S,1.0,A,12/07/2010,2010.0
1547,FCEQN,FCEQN-6285,103,N,1.0,A,03/04/2007,2003.0
1548,FCEQN,FCEQN-6451,114,N,2.0,P,04/14/2013,2014.0
1549,FCEQN,FCEQN-6000,103,S,2,P,04/06/2009,
1550,FCEQN,FCEQN-5479,314,S,1.0,A,03/17/2015,2004.0
1551,FCEQN,FCEQN-5946,106,S,1.0,A,04/13/2013,2004.0
1552,FCEQN,FCEQN-5030,147,N,1.0,A,06/07/2015,2006.0
1553,FCEQN,FCEQN-5058,170,N,1.0,P,04/06/2014,2010.0
1554,FCEQN,FCEQN-5453,,N,2.0,P,03/04/2007,2000.0
1555,FCEQN,FCEQN-5945,314,S,1.0,A,03/23/2014,
1556,FCEQN,FCEQN-5983,172,N,1,P,04/03/2012,2003.0
1557,FCEQN,FCEQN-5739,SAC,N,1.0,A,11/25/2012,2006.0
1558,FCEQN,FCEQN-5982,101,S,1.0,A,11/04/2013,2008.0
1559,FCEQN,FCEQN-5839,111,S,0.0,A,11/04/2013,2011.0
1560,FCEQN,FCEQN-6483,106,S,2.0,P,03/06/2012,2011.0
1561,FCEQN,FCEQN-4,143,N,1,P,02/13/2013,
1562,FCEQN,FCEQN-6492,101,S,0.0,A,05/02/2012,2012.0
1563,FCEQN,FCEQN-6496,SAC,S,2.0,A,04/25/2015,2007.0
1564,FCEQN,FCEQN-6497,,S,1.0,A,02/01/2015,2004.0
1565,FCEQN,FCEQN-6499,SAC,N,1.0,A,02/28/2012,2007.0
1566,FCEQN,FCEQN-6500,104,S,0.0,A,12/03/2012,2014.0
1567,FCEQN,FCEQN-6501,170,N,1,P,02/06/2012,2010.0
1568,FCEQN,FCEQN-6504,111,S,0.0,A,03/23/2014,2011.0
1569,FCEQN,FCEQN-6503,170,N,2.0,A,12/05/2009,2009.0
1570,FCEQN,FCEQN-6505,172,N,1,P,03/03/2014,2004.0
1571,FCEQN,FCEQN-6506,143,S,0.0,A,04/07/2013,2012.0
1572,FCEQN,FCEQN-6511,105,S,2.0,A,04/21/2010,2012.0
1573,FCEQN,FCEQN-6512,SAC,N,1.0,A,12/16/2014,2012.0
1574,FCEQN,FCEQN-6513,102,N,0.0,A,03/23/2013,2008.0
1575,FCEQN,FCEQN-6514,102,S,0.0,A,03/28/2012,2006.0
1576,FCEQN,FCEQN-6515,114,N,1.0,A,04/14/2013,2011.0
1577,FCEQN,FCEQN-6516,SAC,S,2.0,A,03/05/2012,2007.0
1578,FCEQN,FCEQN-6517,102,S,1.0,A,12/11/2013,2006.0
1579,FCEQN,FCEQN-6518,105,S,1.0,P,04/22/2014,2000.0
1580,FCEQN,FCEQN-6521,114,N,2.0,A,02/04/2015,2012.0
1581,FCEQN,FCEQN-6522,600,N,1.0,A,06/07/2011,2007.0
1582,FCEQN,FCEQN-6523,SAC,N,1.0,P,12/17/2012,2007.0
1583,FCEQN,FCEQN-6524,104,N,1,P,12/01/2013,2006.0
1584,FCEQN,FCEQN-6526,101,S,0.0,A,02/03/2014,2008.0
1585,FCEQN,FCEQN-6528,314,N,1.0,A,11/28/2011,2005.0
1586,FCEQN,FCEQN-6529,104,N,1.0,A,02/08/2015,2011.0
1587,FCEQN,FCEQN-6530,143,S,1.0,P,12/16/2012,2010.0
1588,FCEQN,FCEQN-6533,108,N,1.0,P,02/22/2012,2014.0
1589,FCEQN,FCEQN-6536,170,S,1.0,P,03/03/2015,2008.0
1590,FCEQN,FCEQN-6537,106,S,2.0,A,05/07/2011,
1591,FCEQN,FCEQN-6539,108,S,1.0,A,03/30/2015,
1592,FCEQN,FCEQN-6541,,S,2.0,A,05/07/2013,
1593,FCEQN,FCEQN-6542,105,N,1.0,A,02/07/2015,2011.0
1594,FCEQN,FCEQN-6543,108,N,2.0,A,12/04/2012,2000.0
1595,FCEQN,FCEQN-6544,600,S,1.0,A,02/26/2008,2014.0
1596,FCEQN,FCEQN-6545,SAC,S,0,A,03/05/2013,2005.0
1597,FCEQN,FCEQN-6546,111,N,1.0,P,11/28/2012,2010.0
1598,FCEQN,FCEQN-6548,111,S,1.0,P,12/01/2007,2008.0
1599,FCEQN,FCEQN-6549,114,N,1.0,A,04/18/2012,
1600,FCEQN,FCEQN-6550,101,S,0,A,03/30/2015,2005.0
1601,FCEQN,FCEQN-6551,108,N,2.0,P,04/15/2015,2012.0
1602,FCEQN,FCEQN-6552,101,S,0.0,A,05/02/2012,2008.0
1603,FCEQN,FCEQN-5866,103,N,1.0,A,02/16/2010,2004.0
1604,FCEQN,FCEQN-6555,,S,1.0,A,12/03/2014,2010.0
1605,FCEQN,FCEQN-5918,,N,0.0,A,12/17/2014,2008.0
1606,FCEQN,FCEQN-6556,,S,2.0,A,02/17/2015,2003.0
1607,FCEQN,FCEQN-6559,102,N,2.0,P,03/04/2014,2009.0
1608,FCEQN,FCEQN-6560,172,S,2.0,A,02/10/2014,2008.0
1609,FCEQN,FCEQN-6561,102,N,2.0,P,02/11/2012,2005.0
1610,FCEQN,FCEQN-6562,106,N,2.0,P,01/31/2011,2012.0
1611,FCEQN,FCEQN-6563,SAC,S,0.0,A,12/05/2009,2004.0
1612,FCEQN,FCEQN-6564,106,S,0.0,A,12/19/2011,2003.0
1613,FCEQN,FCEQN-6566,102,N,1.0,A,12/13/2011,2010.0
1614,FCEQN,FCEQN-6569,103,S,2.0,A,05/10/2011,2011.0
1615,FCEQN,FCEQN-6571,600,S,1.0,A,04/05/2014,2008.0
1616,FCEQN,FCEQN-6572,103,S,2.0,A,12/27/2010,2005.0
1617,FCEQN,FCEQN-6574,170,N,1.0,P,02/27/2011,2008.0
1618,FCEQN,FCEQN-6575,105,S,0.0,A,09/08/2009,2012.0
1619,FCEQN,FCEQN-6576,114,S,0.0,P,02/07/2006,2003.0
1620,FCEQN,FCEQN-6577,108,S,0,A,03/30/2011,2006.0
1621,FCEQN,FCEQN-6578,104,S,2.0,A,02/02/2011,2010.0
1622,FCEQN,FCEQN-6579,601,S,2.0,A,03/30/2009,2014.0
1623,FCEQN,FCEQN-6580,314,N,1.0,A,03/15/2014,2012.0
1624,FCEQN,FCEQN-6581,114,S,2.0,A,02/05/2013,2000.0
1625,FCEQN,FCEQN-6582,104,S,1.0,A,11/28/2010,2012.0
1626,FCEQN,FCEQN-6583,106,S,0.0,A,12/11/2007,2010.0
1627,FCEQN,FCEQN-6584,104,S,1.0,A,03/10/2015,2010.0
1628,FCEQN,FCEQN-6586,102,S,2,P,02/06/2011,2007.0
1629,FCEQN,FCEQN-6588,106,S,1.0,P,03/15/2009,2014.0
1630,FCEQN,FCEQN-6592,601,S,2.0,P,02/21/2011,2004.0
1631,FCEQN,FCEQN-6593,103,N,0.0,A,12/07/2014,2011.0
1632,FCEQN,FCEQN-6595,108,N,0.0,A,12/30/2012,2006.0
1633,FCEQN,FCEQN-6598,600,N,2,P,02/18/2015,2004.0
1634,FCEQN,FCEQN-6599,172,S,0.0,A,04/23/2013,2006.0
1635,FCEQN,FCEQN-6600,102,S,0.0,P,12/11/2012,2009.0
1636,FCEQN,FCEQN-6603,601,S,1.0,A,03/12/2013,2003.0
1637,FCEQN,FCEQN-6605,314,N,0,A,02/25/2012,2011.0
1638,FCEQN,FCEQN-6608,601,N,1.0,P,07/28/2001,2000.0
1639,FCEQN,FCEQN-6609,101,S,1.0,A,05/02/2012,2007.0
1640,FCEQN,FCEQN-6610,102,N,1.0,P,12/10/2012,2007.0
1641,FCEQN,FCEQN-6611,106,S,0.0,A,05/14/2011,2011.0
1642,FCEQN,FCEQN-6613,147,S,1.0,P,03/10/2014,2008.0
